listing_url,car_code,car_model,price,brand,fuel_type,engine_type,battery_type,drive_type,transmission,power_kw,torque_nm,top_speed_kmh,vehicle_type,seating_capacity,boot_capacity_litres,battery_capacity_kwh,drive_range_km,energy_consumption_km_per_kwh,ac_charging_rate_kw,ac_charging_time_h,dc_charging_rate_kw,dc_charging_time_h,fuel_tank_capacity_litres,mileage
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21801,21801,Honda ZR-V Hybrid,200200.0,Honda,Petrol-Electric,4-cylinder in-line DOHC,Lithium-ion,Front-wheel drive,E-CVT (A),104.0,315.0,180.0,SUV,5.0,,,,,,,,,57.0,22.1
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21928,21928,DENZA D9,290888.0,DENZA,Electric,Electric Motor,Lithium Iron Phosphate,Front-wheel drive,Single-speed (A),230.0,360.0,160.0,MPV,7.0,4102310.0,103.36,520.0,4.46,11.0,7.5,166.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21529,21529,Kia Sorento Hybrid,259999.0,Kia,Petrol-Electric,Smartstream Turbo Hybrid,Lithium-ion,Front-wheel drive,6-speed (A),117.0,366.0,193.0,SUV,7.0,179708.0,,,,,,,,67.0,19.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21853,21853,Aion Y Plus Electric,141988.0,Aion,Electric,Electric Motor,Lithium Iron Phosphate,Front-wheel drive,Single-speed (A),100.0,225.0,150.0,SUV,5.0,405.0,63.2,430.0,6.0,7.4,9.5,100.0,1.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21475,21475,Honda HR-V,160999.0,Honda,Petrol,4-cylinder in-line 16-valve DOHC i-VTEC,,Front-wheel drive,CVT (A),87.0,142.0,,SUV,5.0,319.0,,,,,,,,40.0,16.4
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21913,21913,Toyota Camry Hybrid,264888.0,Toyota,Petrol-Electric,4-cylinder in-line,Lithium-ion,Front-wheel drive,CVT (A),138.0,221.0,180.0,Luxury Sedan,5.0,500.0,,,,,,,,50.0,19.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21900,21900,ZEEKR X Electric,199999.0,ZEEKR,Electric,Electric Motor,Lithium Nickel Manganese Cobalt,Rear-wheel drive,Single-speed (A),200.0,343.0,185.0,SUV,5.0,3621182.0,66.0,440.0,5.8,7.2,,150.0,,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21706,21706,Hyundai Kona Hybrid,183999.0,Hyundai,Petrol-Electric,4-cylinder in-line Direct Injection,Lithium-ion,Front-wheel drive,6-speed (A) Dual Clutch,104.0,265.0,165.0,SUV,5.0,4661300.0,,,,,,,,38.0,21.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12635,12635,Toyota Raize,135000.0,Toyota,Petrol,3-cylinder intercooled turbo,,Front-wheel drive,CVT (A),73.0,140.0,,SUV,5.0,369.0,,,,,,,,36.0,18.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21657,21657,MG 4 EV,159888.0,MG,Electric,Electric Motor,Lithium-ion,Rear-wheel drive,Single-speed (A),99.0,250.0,160.0,Hatchback,5.0,3981177.0,64.0,450.0,5.9,7.0,9.0,150.0,0.58,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12827,12827,Audi Q5 Mild Hybrid,312753.0,Audi Past Cars,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,All-wheel drive,7-speed (A) S tronic,150.0,320.0,223.0,SUV,5.0,520.0,,,,,,,,70.0,15.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12183,12183,Audi A8L Mild Hybrid,508449.0,Audi Past Cars,Petrol-Electric,V6 Turbocharged MHEV,Lithium-ion,All-wheel drive,8-speed (A) Tiptronic,250.0,500.0,250.0,Luxury Sedan,5.0,505.0,,,,,,,,72.0,12.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12620,12620,Audi e-tron Electric,398000.0,Audi Past Cars,Electric,Electric Motor,Lithium-ion,All-wheel drive,2-stage planetary gearbox with single gear (A),265.0,561.0,200.0,SUV,5.0,660.0,95.0,417.0,4.3,11.0,8.6,150.0,0.6,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12688,12688,Audi A5 Sportback Mild Hybrid,280587.0,Audi Past Cars,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,Front-wheel drive,7-speed (A) S tronic,110.0,270.0,223.0,Sports,5.0,465.0,,,,,,,,54.0,15.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12710,12710,Audi RS 6 Avant Mild Hybrid,758118.0,Audi Past Cars,Petrol-Electric,V8 bi-turbo 24-valve Turbocharged,Lithium-ion,All-wheel drive,8-speed (A) Tiptronic,441.0,800.0,280.0,Stationwagon,5.0,565.0,,,,,,,,73.0,7.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12838,12838,Toyota Harrier Hybrid,264888.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve DOHC VVT-iE,Lithium-ion,Front-wheel drive,E-CVT (A),131.0,221.0,180.0,SUV,5.0,396.0,,,,,,,,55.0,21.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21821,21821,Mercedes-Benz GLB-Class Mild Hybrid,275888.0,Mercedes-Benz,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,Front-wheel drive,7G-DCT (A),120.0,270.0,207.0,SUV,7.0,1800.0,,,,,,,,52.0,13.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21906,21906,Honda Accord Hybrid,283999.0,Honda,Petrol-Electric,4-cylinder in-line 16-valve DOHC i-VTEC,Lithium-ion,Front-wheel drive,E-CVT (A),108.0,335.0,,Luxury Sedan,5.0,570.0,,,,,,,,48.5,20.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21887,21887,Kia Carnival Hybrid,282999.0,Kia,Petrol-Electric,Smartstream Turbo Hybrid,Lithium-ion,Front-wheel drive,6-speed (A),132.0,366.0,190.0,MPV,8.0,627.0,,,,,,,,72.0,15.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21656,21656,Hyundai Ioniq 5 Electric,202900.0,Hyundai,Electric,Dual Electric Motor,Lithium-Ion,All-wheel drive,Single-speed (A),239.0,605.0,185.0,SUV,5.0,527.0,77.0,454.0,5.26,11.0,7.3,350.0,0.3,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21786,21786,Toyota Alphard Hybrid,384888.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve,Nicke Metal Hydride,Front-wheel drive,E-CVT (A),140.0,239.0,180.0,MPV,7.0,,,,,,,,,60.0,18.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12739,12739,BYD T3 Electric,115800.0,BYD,Electric,Electric Motor,BYD LFP Blade,Front-wheel drive,Single-speed (A),100.0,210.0,100.0,Commercial,2.0,3800.0,44.9,280.0,5.58,6.6,6.8,50.0,1.0,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12725,12725,Nissan Kicks e-POWER Hybrid,167800.0,Nissan,Petrol-Electric,3-cylinder in-line 12-valve DOHC,Lithium-ion,Front-wheel drive,Single-speed reduction gear (A),,280.0,,SUV,5.0,423.0,,,,,,,,41.0,21.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21654,21654,Peugeot 408,184999.0,Peugeot,Petrol,3-cylinder in-line 12-valve DOHC Turbocharged,,Front-wheel drive,8-speed (A) EAT8,96.0,230.0,210.0,SUV,5.0,5361611.0,,,,,,,,52.0,17.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12947,12947,Honda Civic,181999.0,Honda,Petrol,4-cylinder in-line Turbocharged,,Front-wheel drive,CVT (A),95.0,180.0,,Sedan,5.0,493.0,,,,,,,,47.0,15.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21826,21826,Toyota Crown Crossover Hybrid,255800.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve,Nickel metal hydride,All-wheel drive,E-CVT (A),137.0,221.0,180.0,SUV,5.0,450.0,,,,,,,,55.0,22.4
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21664,21664,Toyota Corolla Cross Hybrid,216888.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valves DOHC VVT-iE,Lithium ion,Front-wheel drive,E-CVT (A),112.0,206.0,180.0,SUV,5.0,425.0,,,,,,,,43.0,18.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21547,21547,Mercedes-Benz C-Class Saloon Mild Hybrid,270300.0,Mercedes-Benz,Petrol-Electric,4-cylinder in-line 16-valve Twin-scroll Turbocharged,Lithium-ion,Rear-wheel drive,9G-Tronic (A),150.0,300.0,246.0,Luxury Sedan,5.0,450.0,,,,,,,,66.0,14.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21633,21633,BMW X1,248888.0,BMW,Petrol,3-cylinder in-line TwinPower Turbocharged,,Front-wheel drive,7-speed (A) Steptronic DCT,90.0,230.0,200.0,SUV,5.0,540.0,,,,,,,,47.0,14.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12492,12492,Mercedes-Benz CLA-Class Coupe,227800.0,Mercedes-Benz,Petrol,4-cylinder in-line 16-valve Turbocharged,,Front-wheel drive,7G-DCT (A),100.0,200.0,215.0,Luxury Sedan,5.0,460.0,,,,,,,,43.0,17.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12709,12709,Audi RS 7 Sportback Mild Hybrid,681411.0,Audi Past Cars,Petrol-Electric,V8 bi-turbo 32-valve Turbocharged,Lithium-ion,All-wheel drive,8-speed (A) Tiptronic,441.0,800.0,280.0,Sports,5.0,535.0,,,,,,,,73.0,8.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12634,12634,Audi e-tron Sportback Electric,438504.0,Audi Past Cars,Electric,Electric Motor,Lithium-ion,All-wheel drive,2-stage planetary gearbox with single gear (A),230.0,540.0,190.0,SUV,5.0,615.0,71.0,347.0,4.5,11.0,6.5,120.0,0.6,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12930,12930,Audi Q5 Sportback Mild Hybrid,315323.0,Audi Past Cars,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,All-wheel drive,7-speed (A) S tronic,183.0,370.0,237.0,SUV,5.0,510.0,,,,,,,,70.0,12.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12855,12855,Audi RS e-tron GT Electric,824675.0,Audi Past Cars,Electric,Dual Electric Motors,Lithium-ion,All-wheel drive,2-stage planetary gearbox with single gear (A),440.0,830.0,250.0,Sports,5.0,350.0,93.0,465.0,5.2,11.0,8.5,270.0,0.4,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12960,12960,Audi S8 Mild Hybrid,830509.0,Audi Past Cars,Petrol-Electric,V8 Turbocharged,Lithium-ion,All-wheel drive,8-speed (A) Tiptronic,420.0,800.0,250.0,Luxury Sedan,5.0,505.0,,,,,,,,82.0,8.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12838,12838,Toyota Harrier Hybrid,264888.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve DOHC VVT-iE,Lithium-ion,Front-wheel drive,E-CVT (A),131.0,221.0,180.0,SUV,5.0,396.0,,,,,,,,55.0,21.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21821,21821,Mercedes-Benz GLB-Class Mild Hybrid,275888.0,Mercedes-Benz,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,Front-wheel drive,7G-DCT (A),120.0,270.0,207.0,SUV,7.0,1800.0,,,,,,,,52.0,13.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12481,12481,Suzuki Jimny,149888.0,Suzuki,Petrol,4-cylinder in-line 16-valve,,All-wheel drive (Selectable),4-speed (A),75.0,130.0,140.0,SUV,4.0,85830.0,,,,,,,,40.0,14.4
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21654,21654,Peugeot 408,184999.0,Peugeot,Petrol,3-cylinder in-line 12-valve DOHC Turbocharged,,Front-wheel drive,8-speed (A) EAT8,96.0,230.0,210.0,SUV,5.0,5361611.0,,,,,,,,52.0,17.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21801,21801,Honda ZR-V Hybrid,200200.0,Honda,Petrol-Electric,4-cylinder in-line DOHC,Lithium-ion,Front-wheel drive,E-CVT (A),104.0,315.0,180.0,SUV,5.0,,,,,,,,,57.0,22.1
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21906,21906,Honda Accord Hybrid,283999.0,Honda,Petrol-Electric,4-cylinder in-line 16-valve DOHC i-VTEC,Lithium-ion,Front-wheel drive,E-CVT (A),108.0,335.0,,Luxury Sedan,5.0,570.0,,,,,,,,48.5,20.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21887,21887,Kia Carnival Hybrid,282999.0,Kia,Petrol-Electric,Smartstream Turbo Hybrid,Lithium-ion,Front-wheel drive,6-speed (A),132.0,366.0,190.0,MPV,8.0,627.0,,,,,,,,72.0,15.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21656,21656,Hyundai Ioniq 5 Electric,202900.0,Hyundai,Electric,Dual Electric Motor,Lithium-Ion,All-wheel drive,Single-speed (A),239.0,605.0,185.0,SUV,5.0,527.0,77.0,454.0,5.26,11.0,7.3,350.0,0.3,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21786,21786,Toyota Alphard Hybrid,384888.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve,Nicke Metal Hydride,Front-wheel drive,E-CVT (A),140.0,239.0,180.0,MPV,7.0,,,,,,,,,60.0,18.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12739,12739,BYD T3 Electric,115800.0,BYD,Electric,Electric Motor,BYD LFP Blade,Front-wheel drive,Single-speed (A),100.0,210.0,100.0,Commercial,2.0,3800.0,44.9,280.0,5.58,6.6,6.8,50.0,1.0,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12725,12725,Nissan Kicks e-POWER Hybrid,167800.0,Nissan,Petrol-Electric,3-cylinder in-line 12-valve DOHC,Lithium-ion,Front-wheel drive,Single-speed reduction gear (A),,280.0,,SUV,5.0,423.0,,,,,,,,41.0,21.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12947,12947,Honda Civic,181999.0,Honda,Petrol,4-cylinder in-line Turbocharged,,Front-wheel drive,CVT (A),95.0,180.0,,Sedan,5.0,493.0,,,,,,,,47.0,15.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21826,21826,Toyota Crown Crossover Hybrid,255800.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve,Nickel metal hydride,All-wheel drive,E-CVT (A),137.0,221.0,180.0,SUV,5.0,450.0,,,,,,,,55.0,22.4
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21664,21664,Toyota Corolla Cross Hybrid,216888.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valves DOHC VVT-iE,Lithium ion,Front-wheel drive,E-CVT (A),112.0,206.0,180.0,SUV,5.0,425.0,,,,,,,,43.0,18.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21547,21547,Mercedes-Benz C-Class Saloon Mild Hybrid,270300.0,Mercedes-Benz,Petrol-Electric,4-cylinder in-line 16-valve Twin-scroll Turbocharged,Lithium-ion,Rear-wheel drive,9G-Tronic (A),150.0,300.0,246.0,Luxury Sedan,5.0,450.0,,,,,,,,66.0,14.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21633,21633,BMW X1,248888.0,BMW,Petrol,3-cylinder in-line TwinPower Turbocharged,,Front-wheel drive,7-speed (A) Steptronic DCT,90.0,230.0,200.0,SUV,5.0,540.0,,,,,,,,47.0,14.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12492,12492,Mercedes-Benz CLA-Class Coupe,227800.0,Mercedes-Benz,Petrol,4-cylinder in-line 16-valve Turbocharged,,Front-wheel drive,7G-DCT (A),100.0,200.0,215.0,Luxury Sedan,5.0,460.0,,,,,,,,43.0,17.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12709,12709,Audi RS 7 Sportback Mild Hybrid,681411.0,Audi Past Cars,Petrol-Electric,V8 bi-turbo 32-valve Turbocharged,Lithium-ion,All-wheel drive,8-speed (A) Tiptronic,441.0,800.0,280.0,Sports,5.0,535.0,,,,,,,,73.0,8.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12634,12634,Audi e-tron Sportback Electric,438504.0,Audi Past Cars,Electric,Electric Motor,Lithium-ion,All-wheel drive,2-stage planetary gearbox with single gear (A),230.0,540.0,190.0,SUV,5.0,615.0,71.0,347.0,4.5,11.0,6.5,120.0,0.6,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12930,12930,Audi Q5 Sportback Mild Hybrid,315323.0,Audi Past Cars,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,All-wheel drive,7-speed (A) S tronic,183.0,370.0,237.0,SUV,5.0,510.0,,,,,,,,70.0,12.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12855,12855,Audi RS e-tron GT Electric,824675.0,Audi Past Cars,Electric,Dual Electric Motors,Lithium-ion,All-wheel drive,2-stage planetary gearbox with single gear (A),440.0,830.0,250.0,Sports,5.0,350.0,93.0,465.0,5.2,11.0,8.5,270.0,0.4,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12960,12960,Audi S8 Mild Hybrid,830509.0,Audi Past Cars,Petrol-Electric,V8 Turbocharged,Lithium-ion,All-wheel drive,8-speed (A) Tiptronic,420.0,800.0,250.0,Luxury Sedan,5.0,505.0,,,,,,,,82.0,8.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21962,21962,Jaecoo J6 Electric,198888.0,Jaecoo,Electric,Dual Electric Motors,Lithium Iron Phosphate,All-wheel drive,Single-Speed (A),205.0,385.0,150.0,SUV,5.0,450.0,69.77,342.0,4.2,6.6,10.5,80.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21877,21877,Aion ES Electric,133988.0,Aion,Electric,Electric Motor,Lithium Iron Phosphate,Front-wheel drive,Single-speed (A),100.0,225.0,150.0,Sedan,5.0,453.0,55.2,364.0,6.0,7.4,8.5,100.0,1.4,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21878,21878,Hyundai Santa Fe Turbo Hybrid,272999.0,Hyundai,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion polymer,Front-wheel drive,6-speed (A),134.0,367.0,180.0,SUV,7.0,6281949.0,,,,,,,,67.0,14.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12485,12485,Mazda 3 Sedan Mild Hybrid,182888.0,Mazda,Petrol-Electric,4-cylinder in-line 16-valve DOHC e-SKYACTIV-G,Lithium-ion,Front-wheel drive,6-speed (A),88.0,153.0,200.0,Sedan,5.0,444.0,,,,,,,,51.0,16.9
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21852,21852,Volkswagen Tiguan Mild Hybrid,209900.0,Volkswagen,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,Front-wheel drive,7-speed (A) DSG,96.0,220.0,198.0,SUV,5.0,652.0,,,,,,,,60.0,14.9
